"species","Type","Reitur","Year","Coverage"
"Andreaea rupestris","Mosar","R3","2020",10
"Andreaea rupestris","Mosar","R3","2023",12
"Andreaea rupestris","Mosar","R3","1976",10
"Andreaea rupestris","Mosar","R3","1997",10
"Andreaea rupestris","Mosar","R3","2006",10
"Andreaea rupestris","Mosar","R3","2011",9
"Andreaea rupestris","Mosar","R3","2014",8
"Andreaea rupestris","Mosar","R3","2017",10
"Racomitrium fasciculare","Mosar","R3","1976",1
"Racomitrium fasciculare","Mosar","R3","1997",1
"Racomitrium fasciculare","Mosar","R3","2011",0.5
"Racomitrium lanuginosum","Mosar","R3","2020",4
"Racomitrium lanuginosum","Mosar","R3","2023",5
"Racomitrium lanuginosum","Mosar","R3","1976",1
"Racomitrium lanuginosum","Mosar","R3","1997",1
"Racomitrium lanuginosum","Mosar","R3","2006",1
"Racomitrium lanuginosum","Mosar","R3","2011",1
"Racomitrium lanuginosum","Mosar","R3","2014",2
"Racomitrium lanuginosum","Mosar","R3","2017",2
"Racomitrium sudeticum","Mosar","R3","2020",4
"Racomitrium sudeticum","Mosar","R3","2023",4
"Racomitrium sudeticum","Mosar","R3","1976",0.5
"Racomitrium sudeticum","Mosar","R3","1997",1
"Racomitrium sudeticum","Mosar","R3","2006",2
"Racomitrium sudeticum","Mosar","R3","2011",3
"Racomitrium sudeticum","Mosar","R3","2014",1
"Racomitrium sudeticum","Mosar","R3","2017",3
"Mosi","Mosar","R3","2023",1
"Cladonia borealis","Blað- og runnfléttur","R3","2020",0.5
"Cladonia borealis","Blað- og runnfléttur","R3","2023",1
"Cladonia borealis","Blað- og runnfléttur","R3","2006",0.5
"Cladonia borealis","Blað- og runnfléttur","R3","2011",0.5
"Cladonia borealis","Blað- og runnfléttur","R3","2014",0.5
"Cladonia borealis","Blað- og runnfléttur","R3","2017",0.5
"Sphaerophorus fragilis","Blað- og runnfléttur","R3","2020",0.1
"Sphaerophorus fragilis","Blað- og runnfléttur","R3","2023",0.5
"Sphaerophorus fragilis","Blað- og runnfléttur","R3","1997",0.5
"Sphaerophorus fragilis","Blað- og runnfléttur","R3","2006",0.5
"Sphaerophorus fragilis","Blað- og runnfléttur","R3","2017",0.5
"Stereocaulon vesuvianum","Blað- og runnfléttur","R3","2020",17
"Stereocaulon vesuvianum","Blað- og runnfléttur","R3","2023",17
"Stereocaulon vesuvianum","Blað- og runnfléttur","R3","1976",22
"Stereocaulon vesuvianum","Blað- og runnfléttur","R3","1997",20
"Stereocaulon vesuvianum","Blað- og runnfléttur","R3","2006",22
"Stereocaulon vesuvianum","Blað- og runnfléttur","R3","2011",17
"Stereocaulon vesuvianum","Blað- og runnfléttur","R3","2014",15
"Stereocaulon vesuvianum","Blað- og runnfléttur","R3","2017",25
"Umbilicaria torrefacta","Blað- og runnfléttur","R3","2020",0.5
"Umbilicaria torrefacta","Blað- og runnfléttur","R3","2023",0.1
"Umbilicaria torrefacta","Blað- og runnfléttur","R3","1976",1
"Umbilicaria torrefacta","Blað- og runnfléttur","R3","1997",0.5
"Umbilicaria torrefacta","Blað- og runnfléttur","R3","2006",0.5
"Umbilicaria torrefacta","Blað- og runnfléttur","R3","2011",0.5
"Umbilicaria torrefacta","Blað- og runnfléttur","R3","2014",0.5
"Umbilicaria torrefacta","Blað- og runnfléttur","R3","2017",0.5
"Amygdalaria pelobotryon","Hrúðurfléttur","R3","1976",0.5
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R3","1997",1
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R3","2006",2
"Bellemerea subsorediza","Hrúðurfléttur","R3","1997",0.5
"Bellemerea subsorediza","Hrúðurfléttur","R3","2006",0.5
"Calvitimela aglaea","Hrúðurfléttur","R3","2020",1
"Calvitimela aglaea","Hrúðurfléttur","R3","2023",1
"Calvitimela aglaea","Hrúðurfléttur","R3","1976",0.5
"Calvitimela aglaea","Hrúðurfléttur","R3","1997",1
"Calvitimela aglaea","Hrúðurfléttur","R3","2006",1
"Calvitimela aglaea","Hrúðurfléttur","R3","2011",1
"Calvitimela aglaea","Hrúðurfléttur","R3","2014",1
"Calvitimela aglaea","Hrúðurfléttur","R3","2017",1
"Catillaria contristans","Hrúðurfléttur","R3","2020",1
"Catillaria contristans","Hrúðurfléttur","R3","2023",3
"Catillaria contristans","Hrúðurfléttur","R3","1976",0.5
"Catillaria contristans","Hrúðurfléttur","R3","1997",0.5
"Catillaria contristans","Hrúðurfléttur","R3","2006",0.5
"Catillaria contristans","Hrúðurfléttur","R3","2011",3
"Catillaria contristans","Hrúðurfléttur","R3","2014",2
"Catillaria contristans","Hrúðurfléttur","R3","2017",1
"Immersaria athroocarpa","Hrúðurfléttur","R3","2020",1
"Immersaria athroocarpa","Hrúðurfléttur","R3","1997",2
"Immersaria athroocarpa","Hrúðurfléttur","R3","2006",4
"Immersaria athroocarpa","Hrúðurfléttur","R3","2011",4
"Immersaria athroocarpa","Hrúðurfléttur","R3","2014",1
"Lecanora intricata","Hrúðurfléttur","R3","2020",1
"Lecanora intricata","Hrúðurfléttur","R3","2023",0.5
"Lecanora intricata","Hrúðurfléttur","R3","1976",0.5
"Lecanora intricata","Hrúðurfléttur","R3","2006",0.5
"Lecanora intricata","Hrúðurfléttur","R3","2011",0.5
"Lecanora intricata","Hrúðurfléttur","R3","2014",1
"Lecanora polytropa","Hrúðurfléttur","R3","2020",3
"Lecanora polytropa","Hrúðurfléttur","R3","2023",0.5
"Lecanora polytropa","Hrúðurfléttur","R3","1976",1.5
"Lecanora polytropa","Hrúðurfléttur","R3","1997",1
"Lecanora polytropa","Hrúðurfléttur","R3","2006",1.5
"Lecanora polytropa","Hrúðurfléttur","R3","2011",5
"Lecanora polytropa","Hrúðurfléttur","R3","2014",3
"Lecanora polytropa","Hrúðurfléttur","R3","2017",2
"Lecanora sp.","Hrúðurfléttur","R3","2023",3
"Lecidea lapicida","Hrúðurfléttur","R3","2020",2
"Lecidea lapicida","Hrúðurfléttur","R3","2023",2
"Lecidea lapicida","Hrúðurfléttur","R3","1997",1
"Lecidea lapicida","Hrúðurfléttur","R3","2006",2
"Lecidea lapicida","Hrúðurfléttur","R3","2011",1
"Lecidea lapicida","Hrúðurfléttur","R3","2014",0.5
"Lecidea praenubila","Hrúðurfléttur","R3","2020",3
"Lecidea praenubila","Hrúðurfléttur","R3","2023",2
"Lecidea praenubila","Hrúðurfléttur","R3","1976",1
"Lecidea praenubila","Hrúðurfléttur","R3","1997",0.5
"Lecidea praenubila","Hrúðurfléttur","R3","2011",1
"Lecidea praenubila","Hrúðurfléttur","R3","2014",0.5
"Lecidea praenubila","Hrúðurfléttur","R3","2017",3
"Lecidea tesselata","Hrúðurfléttur","R3","2023",2
"Lecidea tesselata","Hrúðurfléttur","R3","1976",5
"Lecidea tesselata","Hrúðurfléttur","R3","1997",3
"Lecidea tesselata","Hrúðurfléttur","R3","2011",2
"Lecidea tesselata","Hrúðurfléttur","R3","2014",2
"Lecidea tesselata","Hrúðurfléttur","R3","2017",2
"Lepra corallina","Hrúðurfléttur","R3","2020",3
"Lepra corallina","Hrúðurfléttur","R3","2023",2
"Lepra corallina","Hrúðurfléttur","R3","1976",1
"Lepra corallina","Hrúðurfléttur","R3","1997",1
"Lepra corallina","Hrúðurfléttur","R3","2006",1.5
"Lepra corallina","Hrúðurfléttur","R3","2011",2
"Lepra corallina","Hrúðurfléttur","R3","2014",2
"Lepra corallina","Hrúðurfléttur","R3","2017",3
"Pertusaria aspergilla","Hrúðurfléttur","R3","1997",1
"Placopsis gelida","Hrúðurfléttur","R3","2006",0.5
"Placopsis gelida","Hrúðurfléttur","R3","2011",1
"Porpidia melinodes","Hrúðurfléttur","R3","1976",0.5
"Porpidia melinodes","Hrúðurfléttur","R3","1997",0.5
"Protoparmelia badia","Hrúðurfléttur","R3","2006",0.5
"Rhizocarpon geographicum","Hrúðurfléttur","R3","2020",12
"Rhizocarpon geographicum","Hrúðurfléttur","R3","2023",9
"Rhizocarpon geographicum","Hrúðurfléttur","R3","1976",7
"Rhizocarpon geographicum","Hrúðurfléttur","R3","1997",7
"Rhizocarpon geographicum","Hrúðurfléttur","R3","2006",5
"Rhizocarpon geographicum","Hrúðurfléttur","R3","2011",9
"Rhizocarpon geographicum","Hrúðurfléttur","R3","2014",5
"Rhizocarpon geographicum","Hrúðurfléttur","R3","2017",8
"Tephromela atra","Hrúðurfléttur","R3","2020",1
"Tephromela atra","Hrúðurfléttur","R3","2023",0.5
"Tephromela atra","Hrúðurfléttur","R3","1976",0.5
"Tephromela atra","Hrúðurfléttur","R3","2006",0.5
"Tephromela atra","Hrúðurfléttur","R3","2011",1
"Tephromela atra","Hrúðurfléttur","R3","2014",0.5
"Tephromela atra","Hrúðurfléttur","R3","2017",1
"Tremolecia atrata","Hrúðurfléttur","R3","2020",0.01
"Tremolecia atrata","Hrúðurfléttur","R3","1976",0.5
"Tremolecia atrata","Hrúðurfléttur","R3","1997",0.5
"Tremolecia atrata","Hrúðurfléttur","R3","2006",0.5
"Varicellaria lactea","Hrúðurfléttur","R3","2020",2
"Varicellaria lactea","Hrúðurfléttur","R3","2023",2
"Varicellaria lactea","Hrúðurfléttur","R3","1997",0.5
"Varicellaria lactea","Hrúðurfléttur","R3","2006",1
"Varicellaria lactea","Hrúðurfléttur","R3","2014",2
"Varicellaria lactea","Hrúðurfléttur","R3","2017",2
"Svart hrúður","Hrúðurfléttur","R3","2020",10
"Svart hrúður","Hrúðurfléttur","R3","2023",8
"Svart hrúður","Hrúðurfléttur","R3","2006",5
"Svart hrúður","Hrúðurfléttur","R3","2011",7
"Svart hrúður","Hrúðurfléttur","R3","2014",5
"Svart hrúður","Hrúðurfléttur","R3","2017",15
"Óaðgreindar tegundir","Hrúðurfléttur","R3","2020",10
"Óaðgreindar tegundir","Hrúðurfléttur","R3","2023",13
"Óaðgreindar tegundir","Hrúðurfléttur","R3","1976",7
"Óaðgreindar tegundir","Hrúðurfléttur","R3","1997",0.5
"Óaðgreindar tegundir","Hrúðurfléttur","R3","2011",3
"Óaðgreindar tegundir","Hrúðurfléttur","R3","2014",10
"Óaðgreindar tegundir","Hrúðurfléttur","R3","2017",5
"Andreaea rupestris","Mosar","R8","2020",3
"Andreaea rupestris","Mosar","R8","2023",2
"Andreaea rupestris","Mosar","R8","1976",2
"Andreaea rupestris","Mosar","R8","1997",2
"Andreaea rupestris","Mosar","R8","2006",2
"Andreaea rupestris","Mosar","R8","2011",2
"Andreaea rupestris","Mosar","R8","2014",2
"Andreaea rupestris","Mosar","R8","2017",3
"Grimmia montana","Mosar","R8","2020",0.5
"Grimmia montana","Mosar","R8","2023",0.5
"Grimmia montana","Mosar","R8","1976",3
"Grimmia montana","Mosar","R8","1997",2
"Grimmia montana","Mosar","R8","2006",1
"Grimmia montana","Mosar","R8","2011",1
"Grimmia montana","Mosar","R8","2014",0.5
"Racomitrium fasciculare","Mosar","R8","2020",6
"Racomitrium fasciculare","Mosar","R8","2023",7
"Racomitrium fasciculare","Mosar","R8","1976",0.5
"Racomitrium fasciculare","Mosar","R8","1997",5
"Racomitrium fasciculare","Mosar","R8","2006",5
"Racomitrium fasciculare","Mosar","R8","2011",4
"Racomitrium fasciculare","Mosar","R8","2014",5
"Racomitrium fasciculare","Mosar","R8","2017",7
"Racomitrium heterostichum","Mosar","R8","2020",33
"Racomitrium heterostichum","Mosar","R8","2023",31
"Racomitrium heterostichum","Mosar","R8","1976",12
"Racomitrium heterostichum","Mosar","R8","1997",3
"Racomitrium heterostichum","Mosar","R8","2006",12
"Racomitrium heterostichum","Mosar","R8","2011",13
"Racomitrium heterostichum","Mosar","R8","2014",16
"Racomitrium heterostichum","Mosar","R8","2017",32
"Stereocaulon vesuvianum","Blað- og runnfléttur","R8","2020",0.5
"Stereocaulon vesuvianum","Blað- og runnfléttur","R8","2023",0.5
"Stereocaulon vesuvianum","Blað- og runnfléttur","R8","1976",0.5
"Stereocaulon vesuvianum","Blað- og runnfléttur","R8","1997",0.5
"Stereocaulon vesuvianum","Blað- og runnfléttur","R8","2006",0.5
"Stereocaulon vesuvianum","Blað- og runnfléttur","R8","2011",0.5
"Stereocaulon vesuvianum","Blað- og runnfléttur","R8","2014",0.5
"Stereocaulon vesuvianum","Blað- og runnfléttur","R8","2017",0.5
"Umbilicaria proboscidea","Blað- og runnfléttur","R8","2020",15
"Umbilicaria proboscidea","Blað- og runnfléttur","R8","2023",12
"Umbilicaria proboscidea","Blað- og runnfléttur","R8","1976",1
"Umbilicaria proboscidea","Blað- og runnfléttur","R8","1997",7
"Umbilicaria proboscidea","Blað- og runnfléttur","R8","2006",12
"Umbilicaria proboscidea","Blað- og runnfléttur","R8","2011",12
"Umbilicaria proboscidea","Blað- og runnfléttur","R8","2014",9
"Umbilicaria proboscidea","Blað- og runnfléttur","R8","2017",15
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R8","2020",1
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R8","2023",0.5
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R8","1976",25
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R8","1997",20
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R8","2006",8
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R8","2014",0.5
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R8","2017",2
"Calvitimela aglaea","Hrúðurfléttur","R8","2020",0.1
"Calvitimela aglaea","Hrúðurfléttur","R8","2023",0.5
"Calvitimela aglaea","Hrúðurfléttur","R8","1997",0.5
"Calvitimela aglaea","Hrúðurfléttur","R8","2006",0.5
"Calvitimela aglaea","Hrúðurfléttur","R8","2011",0.5
"Calvitimela aglaea","Hrúðurfléttur","R8","2014",0.5
"Calvitimela aglaea","Hrúðurfléttur","R8","2017",0.5
"Candelariella vitellina","Hrúðurfléttur","R8","1976",0.5
"Candelariella vitellina","Hrúðurfléttur","R8","1997",0.5
"Candelariella vitellina","Hrúðurfléttur","R8","2006",0.5
"Candelariella vitellina","Hrúðurfléttur","R8","2011",0.5
"Immersaria athroocarpa","Hrúðurfléttur","R8","2020",2
"Immersaria athroocarpa","Hrúðurfléttur","R8","2023",2
"Immersaria athroocarpa","Hrúðurfléttur","R8","1997",1
"Immersaria athroocarpa","Hrúðurfléttur","R8","2006",1
"Immersaria athroocarpa","Hrúðurfléttur","R8","2011",0.5
"Immersaria athroocarpa","Hrúðurfléttur","R8","2014",1
"Immersaria athroocarpa","Hrúðurfléttur","R8","2017",1
"Lecanora intricata","Hrúðurfléttur","R8","2020",0.1
"Lecanora intricata","Hrúðurfléttur","R8","2023",0.1
"Lecanora intricata","Hrúðurfléttur","R8","1976",0.5
"Lecanora intricata","Hrúðurfléttur","R8","1997",0.5
"Lecanora intricata","Hrúðurfléttur","R8","2006",0.5
"Lecanora polytropa","Hrúðurfléttur","R8","2020",5
"Lecanora polytropa","Hrúðurfléttur","R8","2023",6
"Lecanora polytropa","Hrúðurfléttur","R8","1976",3
"Lecanora polytropa","Hrúðurfléttur","R8","1997",3
"Lecanora polytropa","Hrúðurfléttur","R8","2006",3
"Lecanora polytropa","Hrúðurfléttur","R8","2011",5
"Lecanora polytropa","Hrúðurfléttur","R8","2014",4
"Lecanora polytropa","Hrúðurfléttur","R8","2017",6
"Lecidea lapicida","Hrúðurfléttur","R8","2020",1
"Lecidea lapicida","Hrúðurfléttur","R8","2023",0.5
"Lecidea lapicida","Hrúðurfléttur","R8","1976",1
"Lecidea lapicida","Hrúðurfléttur","R8","1997",2
"Lecidea lapicida","Hrúðurfléttur","R8","2006",2
"Lecidea lapicida","Hrúðurfléttur","R8","2011",3
"Lecidea lapicida","Hrúðurfléttur","R8","2014",1
"Lecidea lapicida","Hrúðurfléttur","R8","2017",2
"Porpidia melinodes","Hrúðurfléttur","R8","2020",0.5
"Porpidia melinodes","Hrúðurfléttur","R8","2023",0.5
"Porpidia melinodes","Hrúðurfléttur","R8","1997",0.5
"Porpidia melinodes","Hrúðurfléttur","R8","2006",0.5
"Porpidia melinodes","Hrúðurfléttur","R8","2011",0.5
"Porpidia melinodes","Hrúðurfléttur","R8","2014",0.5
"Porpidia melinodes","Hrúðurfléttur","R8","2017",1
"Porpidia tuberculosa","Hrúðurfléttur","R8","2020",2
"Porpidia tuberculosa","Hrúðurfléttur","R8","2023",1
"Porpidia tuberculosa","Hrúðurfléttur","R8","1976",0.5
"Porpidia tuberculosa","Hrúðurfléttur","R8","1997",10
"Porpidia tuberculosa","Hrúðurfléttur","R8","2006",8
"Porpidia tuberculosa","Hrúðurfléttur","R8","2011",4
"Porpidia tuberculosa","Hrúðurfléttur","R8","2014",4
"Porpidia tuberculosa","Hrúðurfléttur","R8","2017",1
"Rhizocarpon expallescens","Hrúðurfléttur","R8","1997",2
"Rhizocarpon geographicum","Hrúðurfléttur","R8","2020",3
"Rhizocarpon geographicum","Hrúðurfléttur","R8","2023",3
"Rhizocarpon geographicum","Hrúðurfléttur","R8","1976",2
"Rhizocarpon geographicum","Hrúðurfléttur","R8","1997",6
"Rhizocarpon geographicum","Hrúðurfléttur","R8","2006",5
"Rhizocarpon geographicum","Hrúðurfléttur","R8","2011",4
"Rhizocarpon geographicum","Hrúðurfléttur","R8","2014",5
"Rhizocarpon geographicum","Hrúðurfléttur","R8","2017",9
"Tephromela atra","Hrúðurfléttur","R8","2020",0.1
"Tephromela atra","Hrúðurfléttur","R8","1976",0.5
"Tephromela atra","Hrúðurfléttur","R8","1997",1
"Tephromela atra","Hrúðurfléttur","R8","2006",0.5
"Tephromela atra","Hrúðurfléttur","R8","2011",0.5
"Tephromela atra","Hrúðurfléttur","R8","2014",0.5
"Tephromela atra","Hrúðurfléttur","R8","2017",0.5
"Tremolecia atrata","Hrúðurfléttur","R8","2020",0.5
"Tremolecia atrata","Hrúðurfléttur","R8","2023",0.1
"Tremolecia atrata","Hrúðurfléttur","R8","1976",0.5
"Tremolecia atrata","Hrúðurfléttur","R8","1997",0.5
"Tremolecia atrata","Hrúðurfléttur","R8","2006",1
"Tremolecia atrata","Hrúðurfléttur","R8","2011",1
"Tremolecia atrata","Hrúðurfléttur","R8","2014",0.5
"Tremolecia atrata","Hrúðurfléttur","R8","2017",0.5
"Óaðgreindar tegundir","Hrúðurfléttur","R8","2020",10
"Óaðgreindar tegundir","Hrúðurfléttur","R8","2023",8
"Óaðgreindar tegundir","Hrúðurfléttur","R8","1976",2
"Óaðgreindar tegundir","Hrúðurfléttur","R8","1997",1
"Óaðgreindar tegundir","Hrúðurfléttur","R8","2011",8
"Óaðgreindar tegundir","Hrúðurfléttur","R8","2014",7
"Óaðgreindar tegundir","Hrúðurfléttur","R8","2017",15
"Andreaea rupestris","Mosar","R11","2020",6
"Andreaea rupestris","Mosar","R11","2023",3
"Andreaea rupestris","Mosar","R11","1976",2
"Andreaea rupestris","Mosar","R11","1997",3
"Andreaea rupestris","Mosar","R11","2006",4
"Andreaea rupestris","Mosar","R11","2011",4
"Andreaea rupestris","Mosar","R11","2014",6
"Andreaea rupestris","Mosar","R11","2017",5
"Grimmia montana","Mosar","R11","2020",5
"Grimmia montana","Mosar","R11","2023",1
"Grimmia montana","Mosar","R11","1976",0.5
"Grimmia montana","Mosar","R11","1997",0.5
"Grimmia montana","Mosar","R11","2006",0.5
"Grimmia montana","Mosar","R11","2011",0.5
"Grimmia montana","Mosar","R11","2014",0.5
"Grimmia montana","Mosar","R11","2017",1
"Racomitrium fasciculare","Mosar","R11","2020",0.5
"Racomitrium fasciculare","Mosar","R11","2023",1
"Racomitrium fasciculare","Mosar","R11","2017",1
"Racomitrium heterostichum","Mosar","R11","2020",2
"Racomitrium heterostichum","Mosar","R11","2023",3
"Racomitrium heterostichum","Mosar","R11","1976",0.5
"Racomitrium heterostichum","Mosar","R11","1997",0.5
"Racomitrium heterostichum","Mosar","R11","2006",0.5
"Schistidium flexipile","Mosar","R11","2006",0.5
"Mosi 1safnað","Mosar","R11","2011",2
"Mosi 1safnað","Mosar","R11","2014",1
"Cladonia borealis","Blað- og runnfléttur","R11","2020",0.01
"Cladonia borealis","Blað- og runnfléttur","R11","2023",0.1
"Stereocaulon vesuvianum","Blað- og runnfléttur","R11","2020",0.1
"Stereocaulon vesuvianum","Blað- og runnfléttur","R11","1976",0.5
"Stereocaulon vesuvianum","Blað- og runnfléttur","R11","1997",1
"Stereocaulon vesuvianum","Blað- og runnfléttur","R11","2006",0.5
"Stereocaulon vesuvianum","Blað- og runnfléttur","R11","2011",0.5
"Stereocaulon vesuvianum","Blað- og runnfléttur","R11","2014",0.5
"Parmelia saxatilis","Blað- og runnfléttur","R11","2020",0.5
"Parmelia saxatilis","Blað- og runnfléttur","R11","2023",2
"Parmelia saxatilis","Blað- og runnfléttur","R11","2011",1
"Parmelia saxatilis","Blað- og runnfléttur","R11","2014",1
"Acarospora veronensis","Hrúðurfléttur","R11","1976",0.5
"Aspicilia cinerea","Hrúðurfléttur","R11","2020",1
"Aspicilia cinerea","Hrúðurfléttur","R11","1976",15
"Aspicilia cinerea","Hrúðurfléttur","R11","1997",15
"Aspicilia cinerea","Hrúðurfléttur","R11","2006",19
"Aspicilia cinerea","Hrúðurfléttur","R11","2011",2
"Aspicilia cinerea","Hrúðurfléttur","R11","2014",3
"Aspicilia cinerea","Hrúðurfléttur","R11","2017",3
"Calvitimela aglaea","Hrúðurfléttur","R11","2020",0.5
"Candelariella vitellina","Hrúðurfléttur","R11","2020",0.5
"Candelariella vitellina","Hrúðurfléttur","R11","2023",0.1
"Candelariella vitellina","Hrúðurfléttur","R11","1976",0.5
"Candelariella vitellina","Hrúðurfléttur","R11","1997",0.5
"Candelariella vitellina","Hrúðurfléttur","R11","2006",0.5
"Candelariella vitellina","Hrúðurfléttur","R11","2011",0.5
"Candelariella vitellina","Hrúðurfléttur","R11","2014",0.5
"Candelariella vitellina","Hrúðurfléttur","R11","2017",0.5
"Catillaria contristans","Hrúðurfléttur","R11","1976",0.5
"Catillaria contristans","Hrúðurfléttur","R11","1997",0.5
"Immersaria athroocarpa","Hrúðurfléttur","R11","2020",1
"Immersaria athroocarpa","Hrúðurfléttur","R11","2023",1
"Immersaria athroocarpa","Hrúðurfléttur","R11","1997",2
"Immersaria athroocarpa","Hrúðurfléttur","R11","2011",2
"Immersaria athroocarpa","Hrúðurfléttur","R11","2014",2
"Immersaria athroocarpa","Hrúðurfléttur","R11","2017",3
"Lecanora intricata","Hrúðurfléttur","R11","2020",0.1
"Lecanora intricata","Hrúðurfléttur","R11","2023",0.5
"Lecanora intricata","Hrúðurfléttur","R11","2006",0.5
"Lecanora intricata","Hrúðurfléttur","R11","2011",0.5
"Lecanora intricata","Hrúðurfléttur","R11","2014",0.5
"Lecanora intricata","Hrúðurfléttur","R11","2017",0.5
"Lecanora polytropa","Hrúðurfléttur","R11","2020",0.5
"Lecanora polytropa","Hrúðurfléttur","R11","2023",0.1
"Lecanora polytropa","Hrúðurfléttur","R11","1976",0.5
"Lecanora polytropa","Hrúðurfléttur","R11","1997",0.5
"Lecanora polytropa","Hrúðurfléttur","R11","2006",0.5
"Lecanora polytropa","Hrúðurfléttur","R11","2014",0.5
"Lecanora polytropa","Hrúðurfléttur","R11","2017",0.5
"Lecanora/Aspicilia","Hrúðurfléttur","R11","2006",2
"Lecidea lapicida var. lapicida","Hrúðurfléttur","R11","2020",28
"Lecidea lapicida var. lapicida","Hrúðurfléttur","R11","2023",38
"Lecidea lapicida var. lapicida","Hrúðurfléttur","R11","1976",20
"Lecidea lapicida var. lapicida","Hrúðurfléttur","R11","1997",23
"Lecidea lapicida var. lapicida","Hrúðurfléttur","R11","2006",22
"Lecidea lapicida var. lapicida","Hrúðurfléttur","R11","2011",19
"Lecidea lapicida var. lapicida","Hrúðurfléttur","R11","2014",18
"Lecidea lapicida var. lapicida","Hrúðurfléttur","R11","2017",24
"Lecidea lapicida var. pantherina","Hrúðurfléttur","R11","2006",1
"Lecidea sp.","Hrúðurfléttur","R11","2011",2
"Lecidea swartzioidea","Hrúðurfléttur","R11","1997",0.5
"Lecidea tesselata","Hrúðurfléttur","R11","2020",4
"Lecidea tesselata","Hrúðurfléttur","R11","2023",2
"Lecidea tesselata","Hrúðurfléttur","R11","1976",13
"Lecidea tesselata","Hrúðurfléttur","R11","1997",20
"Lecidea tesselata","Hrúðurfléttur","R11","2006",15
"Lecidea tesselata","Hrúðurfléttur","R11","2011",17
"Lecidea tesselata","Hrúðurfléttur","R11","2014",16
"Lecidea tesselata","Hrúðurfléttur","R11","2017",9
"Placopsis gelida? safnað","Hrúðurfléttur","R11","2011",2
"Rhizocarpon geographicum","Hrúðurfléttur","R11","2020",2
"Rhizocarpon geographicum","Hrúðurfléttur","R11","2023",4
"Rhizocarpon geographicum","Hrúðurfléttur","R11","1976",1
"Rhizocarpon geographicum","Hrúðurfléttur","R11","1997",1
"Rhizocarpon geographicum","Hrúðurfléttur","R11","2006",1
"Rhizocarpon geographicum","Hrúðurfléttur","R11","2011",2
"Rhizocarpon geographicum","Hrúðurfléttur","R11","2014",2
"Rhizocarpon geographicum","Hrúðurfléttur","R11","2017",3
"Scoliciosporum umbrinum","Hrúðurfléttur","R11","2011",0.5
"Tephromela atra","Hrúðurfléttur","R11","2020",0.5
"Tephromela atra","Hrúðurfléttur","R11","2023",1
"Tephromela atra","Hrúðurfléttur","R11","1976",0.5
"Tephromela atra","Hrúðurfléttur","R11","1997",0.5
"Tephromela atra","Hrúðurfléttur","R11","2006",0.5
"Tephromela atra","Hrúðurfléttur","R11","2011",0.5
"Tephromela atra","Hrúðurfléttur","R11","2014",0.5
"Tephromela atra","Hrúðurfléttur","R11","2017",1
"Tremolecia atrata","Hrúðurfléttur","R11","2020",0.1
"Tremolecia atrata","Hrúðurfléttur","R11","2023",0.5
"Tremolecia atrata","Hrúðurfléttur","R11","1976",0.5
"Tremolecia atrata","Hrúðurfléttur","R11","1997",0.5
"Tremolecia atrata","Hrúðurfléttur","R11","2011",0.5
"Tremolecia atrata","Hrúðurfléttur","R11","2014",0.5
"Tremolecia atrata","Hrúðurfléttur","R11","2017",0.5
"Óaðgreindar tegundir","Hrúðurfléttur","R11","2020",15
"Óaðgreindar tegundir","Hrúðurfléttur","R11","2023",13
"Óaðgreindar tegundir","Hrúðurfléttur","R11","1976",1
"Óaðgreindar tegundir","Hrúðurfléttur","R11","1997",0.5
"Óaðgreindar tegundir","Hrúðurfléttur","R11","2011",10
"Óaðgreindar tegundir","Hrúðurfléttur","R11","2014",27
"Óaðgreindar tegundir","Hrúðurfléttur","R11","2017",15
"Andreaea rupestris","Mosar","R12","2023",0.5
"Andreaea rupestris","Mosar","R12","1976",5
"Andreaea rupestris","Mosar","R12","1997",1
"Andreaea rupestris","Mosar","R12","2006",5
"Andreaea rupestris","Mosar","R12","2011",1
"Andreaea rupestris","Mosar","R12","2014",1
"Andreaea rupestris","Mosar","R12","2017",0.5
"Grimmia montana","Mosar","R12","2020",3
"Grimmia montana","Mosar","R12","2023",4
"Grimmia montana","Mosar","R12","1976",2
"Grimmia montana","Mosar","R12","1997",2
"Grimmia montana","Mosar","R12","2006",0.5
"Grimmia montana","Mosar","R12","2011",1
"Grimmia montana","Mosar","R12","2014",2
"Grimmia montana","Mosar","R12","2017",5
"Hedwigia stellata","Mosar","R12","1976",0.5
"Hedwigia stellata","Mosar","R12","2006",0.5
"Kiaeria blyttii","Mosar","R12","1976",8
"Kiaeria blyttii","Mosar","R12","1997",1
"Racomitrium fasciculare","Mosar","R12","2020",14
"Racomitrium fasciculare","Mosar","R12","2023",13
"Racomitrium fasciculare","Mosar","R12","1997",2
"Racomitrium fasciculare","Mosar","R12","2006",5
"Racomitrium fasciculare","Mosar","R12","2011",10
"Racomitrium fasciculare","Mosar","R12","2014",12
