"species","Type","Reitur","Year","Coverage"
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R39","1997",1
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R39","2006",2
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R39","2011",0.5
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R39","2014",0.5
"Athallia holocarpa","Hrúðurfléttur","R39","2023",0.5
"Athallia holocarpa","Hrúðurfléttur","R39","2006",0.5
"Athallia holocarpa","Hrúðurfléttur","R39","2011",0.5
"Athallia holocarpa","Hrúðurfléttur","R39","2014",0.5
"Candelariella vitellina","Hrúðurfléttur","R39","2020",0.01
"Candelariella vitellina","Hrúðurfléttur","R39","2023",0.01
"Candelariella vitellina","Hrúðurfléttur","R39","1976",0.5
"Candelariella vitellina","Hrúðurfléttur","R39","1997",0.5
"Candelariella vitellina","Hrúðurfléttur","R39","2006",0.5
"Candelariella vitellina","Hrúðurfléttur","R39","2011",0.5
"Candelariella vitellina","Hrúðurfléttur","R39","2014",0.5
"Lecanora intricata","Hrúðurfléttur","R39","2023",2
"Lecanora intricata","Hrúðurfléttur","R39","2006",0.5
"Lecanora intricata","Hrúðurfléttur","R39","2011",0.5
"Lecanora intricata","Hrúðurfléttur","R39","2014",0.5
"Lecanora intricata","Hrúðurfléttur","R39","2017",0.5
"Lecanora polytropa","Hrúðurfléttur","R39","2020",0.5
"Lecanora polytropa","Hrúðurfléttur","R39","2023",0.1
"Lecanora polytropa","Hrúðurfléttur","R39","1976",0.5
"Lecanora polytropa","Hrúðurfléttur","R39","1997",0.5
"Lecanora polytropa","Hrúðurfléttur","R39","2006",1
"Lecanora polytropa","Hrúðurfléttur","R39","2017",0.5
"Lecidea lapicida var. pantherina","Hrúðurfléttur","R39","1976",0.5
"Lecidea lapicida var. pantherina","Hrúðurfléttur","R39","2011",0.5
"Lepra corallina","Hrúðurfléttur","R39","1976",2
"Lepra corallina","Hrúðurfléttur","R39","1997",4
"Myriolecis dispersa s.lat.","Hrúðurfléttur","R39","2006",0.5
"Myriolecis dispersa s.lat.","Hrúðurfléttur","R39","2011",0.5
"Ochrolechia parella","Hrúðurfléttur","R39","1976",0.5
"Pertusaria aspergilla","Hrúðurfléttur","R39","1976",0.5
"Pertusaria aspergilla","Hrúðurfléttur","R39","1997",0.5
"Pertusaria aspergilla","Hrúðurfléttur","R39","2006",2
"Pertusaria aspergilla","Hrúðurfléttur","R39","2011",1
"Placopsis gelida","Hrúðurfléttur","R39","2020",0.01
"Placopsis gelida","Hrúðurfléttur","R39","2023",0.5
"Placopsis gelida","Hrúðurfléttur","R39","1976",0.5
"Placopsis gelida","Hrúðurfléttur","R39","1997",0.5
"Placopsis gelida","Hrúðurfléttur","R39","2006",0.5
"Placopsis gelida","Hrúðurfléttur","R39","2011",0.5
"Placopsis gelida","Hrúðurfléttur","R39","2014",0.5
"Placopsis gelida","Hrúðurfléttur","R39","2017",0.5
"Tremolecia atrata","Hrúðurfléttur","R39","2020",0.01
"Tremolecia atrata","Hrúðurfléttur","R39","2014",0.5
"Tremolecia atrata","Hrúðurfléttur","R39","2017",0.5
"Varicellaria lactea","Hrúðurfléttur","R39","1976",4
"Varicellaria lactea","Hrúðurfléttur","R39","1997",2
"Óaðgreindar tegundir","Hrúðurfléttur","R39","2020",1
"Óaðgreindar tegundir","Hrúðurfléttur","R39","2023",3
"Óaðgreindar tegundir","Hrúðurfléttur","R39","1976",2
"Óaðgreindar tegundir","Hrúðurfléttur","R39","1997",0.5
"Óaðgreindar tegundir","Hrúðurfléttur","R39","2014",2
"Óaðgreindar tegundir","Hrúðurfléttur","R39","2017",3
"Andreaea rupestris","Mosar","R40","2020",24
"Andreaea rupestris","Mosar","R40","2023",20
"Andreaea rupestris","Mosar","R40","1976",17
"Andreaea rupestris","Mosar","R40","1997",15
"Andreaea rupestris","Mosar","R40","2006",18
"Andreaea rupestris","Mosar","R40","2011",17
"Andreaea rupestris","Mosar","R40","2014",12
"Andreaea rupestris","Mosar","R40","2017",20
"Grimmia montana","Mosar","R40","2020",1
"Grimmia montana","Mosar","R40","2023",1
"Grimmia montana","Mosar","R40","1997",2
"Grimmia montana","Mosar","R40","2006",1
"Grimmia montana","Mosar","R40","2011",1
"Grimmia montana","Mosar","R40","2014",1
"Grimmia montana","Mosar","R40","2017",2
"Racomitrium fasciculare","Mosar","R40","2023",2
"Racomitrium fasciculare","Mosar","R40","1976",0.5
"Racomitrium fasciculare","Mosar","R40","1997",1
"Racomitrium fasciculare","Mosar","R40","2006",0.5
"Racomitrium heterostichum","Mosar","R40","2020",3
"Racomitrium heterostichum","Mosar","R40","2023",4
"Racomitrium heterostichum","Mosar","R40","2006",1
"Racomitrium lanuginosum","Mosar","R40","2020",2
"Racomitrium lanuginosum","Mosar","R40","2023",7
"Racomitrium lanuginosum","Mosar","R40","1976",5
"Racomitrium lanuginosum","Mosar","R40","1997",7
"Racomitrium lanuginosum","Mosar","R40","2006",1
"Racomitrium lanuginosum","Mosar","R40","2011",2
"Racomitrium lanuginosum","Mosar","R40","2014",3
"Racomitrium lanuginosum","Mosar","R40","2017",3
"Racomitrium sudeticum","Mosar","R40","2020",3
"Racomitrium sudeticum","Mosar","R40","2023",5
"Racomitrium sudeticum","Mosar","R40","1976",0.5
"Racomitrium sudeticum","Mosar","R40","2006",1
"Racomitrium sudeticum","Mosar","R40","2011",3
"Racomitrium sudeticum","Mosar","R40","2014",2
"Racomitrium sudeticum","Mosar","R40","2017",3
"Ephebe lanata","Blað- og runnfléttur","R40","2023",1
"Ephebe lanata","Blað- og runnfléttur","R40","1976",0.5
"Ephebe lanata","Blað- og runnfléttur","R40","2006",0.5
"Ephebe lanata","Blað- og runnfléttur","R40","2011",0.5
"Ephebe lanata","Blað- og runnfléttur","R40","2014",0.5
"Ephebe lanata","Blað- og runnfléttur","R40","2017",0.5
"Stereocaulon vesuvianum","Blað- og runnfléttur","R40","2020",12
"Stereocaulon vesuvianum","Blað- og runnfléttur","R40","2023",10
"Stereocaulon vesuvianum","Blað- og runnfléttur","R40","1976",15
"Stereocaulon vesuvianum","Blað- og runnfléttur","R40","1997",4
"Stereocaulon vesuvianum","Blað- og runnfléttur","R40","2006",7
"Stereocaulon vesuvianum","Blað- og runnfléttur","R40","2011",14
"Stereocaulon vesuvianum","Blað- og runnfléttur","R40","2014",12
"Stereocaulon vesuvianum","Blað- og runnfléttur","R40","2017",12
"Amygdalaria sp.","Hrúðurfléttur","R40","2006",0.5
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R40","2020",1
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R40","2023",1
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R40","1976",7
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R40","1997",8.5
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R40","2006",8
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R40","2011",2
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R40","2014",2
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R40","2017",3
"Bryodina rhypariza","Hrúðurfléttur","R40","1997",1
"Candelariella vitellina","Hrúðurfléttur","R40","2020",0.01
"Candelariella vitellina","Hrúðurfléttur","R40","2023",0.01
"Candelariella vitellina","Hrúðurfléttur","R40","1997",0.5
"Catillaria contristans","Hrúðurfléttur","R40","1976",1
"Catillaria contristans","Hrúðurfléttur","R40","1997",0.5
"Catillaria contristans","Hrúðurfléttur","R40","2006",0.5
"Catillaria contristans","Hrúðurfléttur","R40","2011",0.5
"Immersaria athroocarpa","Hrúðurfléttur","R40","2020",0.5
"Immersaria athroocarpa","Hrúðurfléttur","R40","2023",1
"Immersaria athroocarpa","Hrúðurfléttur","R40","2006",0.5
"Immersaria athroocarpa","Hrúðurfléttur","R40","2011",0.5
"Immersaria athroocarpa","Hrúðurfléttur","R40","2017",0.5
"Lecanora intricata","Hrúðurfléttur","R40","2020",0.1
"Lecanora intricata","Hrúðurfléttur","R40","1976",0.5
"Lecanora intricata","Hrúðurfléttur","R40","1997",0.5
"Lecanora intricata","Hrúðurfléttur","R40","2006",0.5
"Lecanora intricata","Hrúðurfléttur","R40","2011",0.5
"Lecanora intricata","Hrúðurfléttur","R40","2014",0.5
"Lecanora intricata","Hrúðurfléttur","R40","2017",0.5
"Lecanora marginata cf.","Hrúðurfléttur","R40","2023",7
"Lecanora marginata cf.","Hrúðurfléttur","R40","1976",1
"Lecanora marginata cf.","Hrúðurfléttur","R40","1997",5
"Lecanora marginata cf.","Hrúðurfléttur","R40","2006",4
"Lecanora marginata cf.","Hrúðurfléttur","R40","2011",5
"Lecanora polytropa","Hrúðurfléttur","R40","2020",0.1
"Lecanora polytropa","Hrúðurfléttur","R40","2023",0.01
"Lecanora polytropa","Hrúðurfléttur","R40","1997",0.5
"Lecanora polytropa","Hrúðurfléttur","R40","2006",0.5
"Lecanora polytropa","Hrúðurfléttur","R40","2014",0.5
"Lecanora polytropa","Hrúðurfléttur","R40","2017",0.5
"Lecidea lapicida","Hrúðurfléttur","R40","2020",0.5
"Lecidea lapicida","Hrúðurfléttur","R40","2023",2
"Lecidea lapicida","Hrúðurfléttur","R40","1976",0.5
"Lecidea lapicida","Hrúðurfléttur","R40","2006",0.5
"Lecidea lapicida","Hrúðurfléttur","R40","2011",0.5
"Lecidea lapicida","Hrúðurfléttur","R40","2014",1
"Lepra corallina","Hrúðurfléttur","R40","2023",1
"Lepra corallina","Hrúðurfléttur","R40","1997",0.5
"Lepra corallina","Hrúðurfléttur","R40","2006",1
"Placopsis gelida","Hrúðurfléttur","R40","2020",0.5
"Placopsis gelida","Hrúðurfléttur","R40","2023",3
"Placopsis gelida","Hrúðurfléttur","R40","1976",1
"Placopsis gelida","Hrúðurfléttur","R40","1997",0.5
"Placopsis gelida","Hrúðurfléttur","R40","2006",0.5
"Placopsis gelida","Hrúðurfléttur","R40","2011",1
"Placopsis gelida","Hrúðurfléttur","R40","2014",0.5
"Placopsis gelida","Hrúðurfléttur","R40","2017",1
"Porpidia melinodes","Hrúðurfléttur","R40","2020",0.5
"Porpidia melinodes","Hrúðurfléttur","R40","2023",0.5
"Porpidia melinodes","Hrúðurfléttur","R40","1976",0.5
"Porpidia melinodes","Hrúðurfléttur","R40","1997",0.5
"Porpidia melinodes","Hrúðurfléttur","R40","2006",1
"Porpidia melinodes","Hrúðurfléttur","R40","2011",0.5
"Rhizocarpon geographicum","Hrúðurfléttur","R40","2020",5
"Rhizocarpon geographicum","Hrúðurfléttur","R40","2023",2
"Rhizocarpon geographicum","Hrúðurfléttur","R40","1976",2
"Rhizocarpon geographicum","Hrúðurfléttur","R40","1997",6
"Rhizocarpon geographicum","Hrúðurfléttur","R40","2006",5
"Rhizocarpon geographicum","Hrúðurfléttur","R40","2011",4
"Rhizocarpon geographicum","Hrúðurfléttur","R40","2014",2
"Rhizocarpon geographicum","Hrúðurfléttur","R40","2017",4
"Tephromela atra","Hrúðurfléttur","R40","2020",0.1
"Tephromela atra","Hrúðurfléttur","R40","1976",0.5
"Tremolecia atrata","Hrúðurfléttur","R40","1976",0.5
"Tremolecia atrata","Hrúðurfléttur","R40","1997",1
"Tremolecia atrata","Hrúðurfléttur","R40","2006",1
"Tremolecia atrata","Hrúðurfléttur","R40","2011",0.5
"Tremolecia atrata","Hrúðurfléttur","R40","2014",0.5
"Tremolecia atrata","Hrúðurfléttur","R40","2017",0.5
"Óaðgreindar tegundir","Hrúðurfléttur","R40","2020",10
"Óaðgreindar tegundir","Hrúðurfléttur","R40","2023",7
"Óaðgreindar tegundir","Hrúðurfléttur","R40","1976",1
"Óaðgreindar tegundir","Hrúðurfléttur","R40","1997",1
"Óaðgreindar tegundir","Hrúðurfléttur","R40","2006",1
"Óaðgreindar tegundir","Hrúðurfléttur","R40","2011",16
"Óaðgreindar tegundir","Hrúðurfléttur","R40","2014",20
"Óaðgreindar tegundir","Hrúðurfléttur","R40","2017",15
"Andreaea rupestris","Mosar","R41","2020",3
"Andreaea rupestris","Mosar","R41","2023",4
"Andreaea rupestris","Mosar","R41","1976",7
"Andreaea rupestris","Mosar","R41","1997",5
"Andreaea rupestris","Mosar","R41","2006",9
"Andreaea rupestris","Mosar","R41","2011",7
"Andreaea rupestris","Mosar","R41","2014",2
"Andreaea rupestris","Mosar","R41","2017",4
"Grimmia montana","Mosar","R41","2020",0.5
"Grimmia montana","Mosar","R41","1976",0.5
"Grimmia montana","Mosar","R41","1997",3
"Grimmia montana","Mosar","R41","2006",0.5
"Grimmia ramondii","Mosar","R41","2006",10
"Racomitrium fasciculare","Mosar","R41","2020",10
"Racomitrium fasciculare","Mosar","R41","2023",17
"Racomitrium fasciculare","Mosar","R41","2011",12
"Racomitrium fasciculare","Mosar","R41","2014",8
"Racomitrium fasciculare","Mosar","R41","2017",10
"Racomitrium heterostichum","Mosar","R41","2020",21
"Racomitrium heterostichum","Mosar","R41","2023",30
"Racomitrium heterostichum","Mosar","R41","1976",25
"Racomitrium heterostichum","Mosar","R41","1997",20
"Racomitrium heterostichum","Mosar","R41","2006",25
"Racomitrium heterostichum","Mosar","R41","2011",20
"Racomitrium heterostichum","Mosar","R41","2014",22
"Racomitrium heterostichum","Mosar","R41","2017",22
"Racomitrium lanuginosum","Mosar","R41","2020",1
"Racomitrium lanuginosum","Mosar","R41","2023",1
"Racomitrium lanuginosum","Mosar","R41","2017",1
"Racomitrium sudeticum","Mosar","R41","1976",7
"Racomitrium sudeticum","Mosar","R41","2011",0.5
"Mosi 3","Mosar","R41","2020",0.15
"Mosi 3","Mosar","R41","2011",1
"Mosi 3","Mosar","R41","2014",1
"Mosi 3","Mosar","R41","2017",0.5
"Polychidium muscicola","Blað- og runnfléttur","R41","1976",0.5
"Scytinium lichenoides","Blað- og runnfléttur","R41","1976",0.5
"Stereocaulon vesuvianum","Blað- og runnfléttur","R41","2020",0.5
"Stereocaulon vesuvianum","Blað- og runnfléttur","R41","2023",1
"Stereocaulon vesuvianum","Blað- og runnfléttur","R41","1997",0.5
"Stereocaulon vesuvianum","Blað- og runnfléttur","R41","2006",0.5
"Stereocaulon vesuvianum","Blað- og runnfléttur","R41","2011",0.5
"Stereocaulon vesuvianum","Blað- og runnfléttur","R41","2014",0.5
"Stereocaulon vesuvianum","Blað- og runnfléttur","R41","2017",0.5
"Umbilicaria proboscidea","Blað- og runnfléttur","R41","2020",0.1
"Umbilicaria proboscidea","Blað- og runnfléttur","R41","1997",0.5
"Umbilicaria proboscidea","Blað- og runnfléttur","R41","2006",0.5
"Umbilicaria proboscidea","Blað- og runnfléttur","R41","2011",1
"Umbilicaria proboscidea","Blað- og runnfléttur","R41","2014",2
"Umbilicaria torrefacta","Blað- og runnfléttur","R41","2020",6
"Umbilicaria torrefacta","Blað- og runnfléttur","R41","2023",6
"Umbilicaria torrefacta","Blað- og runnfléttur","R41","1976",8
"Umbilicaria torrefacta","Blað- og runnfléttur","R41","1997",12
"Umbilicaria torrefacta","Blað- og runnfléttur","R41","2006",8
"Umbilicaria torrefacta","Blað- og runnfléttur","R41","2011",9
"Umbilicaria torrefacta","Blað- og runnfléttur","R41","2014",4
"Umbilicaria torrefacta","Blað- og runnfléttur","R41","2017",8
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R41","2020",1
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R41","2023",1
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R41","1976",10
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R41","1997",12
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R41","2006",7
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R41","2011",2
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R41","2014",1
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R41","2017",0.5
"Calvitimela aglaea","Hrúðurfléttur","R41","2020",0.5
"Calvitimela aglaea","Hrúðurfléttur","R41","2023",1
"Calvitimela aglaea","Hrúðurfléttur","R41","1997",1
"Calvitimela aglaea","Hrúðurfléttur","R41","2017",0.5
"Candelariella vitellina","Hrúðurfléttur","R41","2020",0.01
"Candelariella vitellina","Hrúðurfléttur","R41","2023",0.01
"Candelariella vitellina","Hrúðurfléttur","R41","1997",0.5
"Candelariella vitellina","Hrúðurfléttur","R41","2011",0.5
"Candelariella vitellina","Hrúðurfléttur","R41","2014",0.5
"Candelariella vitellina","Hrúðurfléttur","R41","2017",0.5
"Immersaria athroocarpa","Hrúðurfléttur","R41","2023",0.5
"Immersaria athroocarpa","Hrúðurfléttur","R41","1976",0.5
"Immersaria athroocarpa","Hrúðurfléttur","R41","1997",0.5
"Immersaria athroocarpa","Hrúðurfléttur","R41","2006",2
"Immersaria athroocarpa","Hrúðurfléttur","R41","2014",2
"Immersaria athroocarpa","Hrúðurfléttur","R41","2017",1
"Lecanora intricata","Hrúðurfléttur","R41","2020",0.5
"Lecanora intricata","Hrúðurfléttur","R41","2023",2
"Lecanora intricata","Hrúðurfléttur","R41","2006",1
"Lecanora intricata","Hrúðurfléttur","R41","2011",3
"Lecanora intricata","Hrúðurfléttur","R41","2014",3
"Lecanora intricata","Hrúðurfléttur","R41","2017",3
"Lecanora marginata","Hrúðurfléttur","R41","1976",0.5
"Lecanora marginata","Hrúðurfléttur","R41","1997",0.5
"Lecanora marginata","Hrúðurfléttur","R41","2006",1
"Lecanora polytropa","Hrúðurfléttur","R41","2020",1
"Lecanora polytropa","Hrúðurfléttur","R41","2023",0.5
"Lecanora polytropa","Hrúðurfléttur","R41","1976",0.5
"Lecanora polytropa","Hrúðurfléttur","R41","1997",2
"Lecanora polytropa","Hrúðurfléttur","R41","2006",1
"Lecanora polytropa","Hrúðurfléttur","R41","2011",0.5
"Lecanora polytropa","Hrúðurfléttur","R41","2014",2
"Lecanora polytropa","Hrúðurfléttur","R41","2017",0.5
"Lecidea lapicida var. pantherina","Hrúðurfléttur","R41","2020",0.5
"Lecidea lapicida var. pantherina","Hrúðurfléttur","R41","2023",0.5
"Lecidea lapicida var. pantherina","Hrúðurfléttur","R41","1976",0.5
"Lecidea lapicida var. pantherina","Hrúðurfléttur","R41","1997",0.5
"Lecidea lapicida var. pantherina","Hrúðurfléttur","R41","2011",0.5
"Lecidea sp.","Hrúðurfléttur","R41","2011",1
"Pertusaria aspergilla","Hrúðurfléttur","R41","2020",2
"Pertusaria aspergilla","Hrúðurfléttur","R41","2023",2
"Pertusaria aspergilla","Hrúðurfléttur","R41","1976",2
"Pertusaria aspergilla","Hrúðurfléttur","R41","2006",5
"Pertusaria aspergilla","Hrúðurfléttur","R41","2011",4
"Pertusaria aspergilla","Hrúðurfléttur","R41","2014",1
"Porpidia melinodes","Hrúðurfléttur","R41","1976",0.5
"Porpidia melinodes","Hrúðurfléttur","R41","1997",0.5
"Protoparmelia badia","Hrúðurfléttur","R41","2020",0.1
"Protoparmelia badia","Hrúðurfléttur","R41","2023",2
"Protoparmelia badia","Hrúðurfléttur","R41","1976",0.5
"Protoparmelia badia","Hrúðurfléttur","R41","1997",0.5
"Rhizocarpon geographicum","Hrúðurfléttur","R41","2020",1
"Rhizocarpon geographicum","Hrúðurfléttur","R41","2023",1
"Rhizocarpon geographicum","Hrúðurfléttur","R41","1976",1
"Rhizocarpon geographicum","Hrúðurfléttur","R41","1997",1
"Rhizocarpon geographicum","Hrúðurfléttur","R41","2006",1
"Rhizocarpon geographicum","Hrúðurfléttur","R41","2011",1
"Rhizocarpon geographicum","Hrúðurfléttur","R41","2014",2
"Rhizocarpon geographicum","Hrúðurfléttur","R41","2017",1
"Tephromela atra","Hrúðurfléttur","R41","2020",0.5
"Tephromela atra","Hrúðurfléttur","R41","2023",1
"Tephromela atra","Hrúðurfléttur","R41","1976",5
"Tephromela atra","Hrúðurfléttur","R41","1997",2
"Tephromela atra","Hrúðurfléttur","R41","2006",1
"Tephromela atra","Hrúðurfléttur","R41","2011",1
"Tephromela atra","Hrúðurfléttur","R41","2014",0.5
"Tephromela atra","Hrúðurfléttur","R41","2017",0.5
"Tremolecia atrata","Hrúðurfléttur","R41","1976",0.5
"Tremolecia atrata","Hrúðurfléttur","R41","1997",0.5
"Tremolecia atrata","Hrúðurfléttur","R41","2006",0.5
"Tremolecia atrata","Hrúðurfléttur","R41","2011",0.5
"Tremolecia atrata","Hrúðurfléttur","R41","2014",0.5
"Óaðgreindar tegundir","Hrúðurfléttur","R41","2020",10
"Óaðgreindar tegundir","Hrúðurfléttur","R41","2023",5
"Óaðgreindar tegundir","Hrúðurfléttur","R41","1976",4
"Óaðgreindar tegundir","Hrúðurfléttur","R41","1997",5
"Óaðgreindar tegundir","Hrúðurfléttur","R41","2011",7
"Óaðgreindar tegundir","Hrúðurfléttur","R41","2014",25
"Óaðgreindar tegundir","Hrúðurfléttur","R41","2017",20
"Andreaea rupestris","Mosar","R42","2020",5
"Andreaea rupestris","Mosar","R42","2023",4
"Andreaea rupestris","Mosar","R42","1976",1
"Andreaea rupestris","Mosar","R42","2006",2
"Andreaea rupestris","Mosar","R42","2011",3
"Andreaea rupestris","Mosar","R42","2014",3
"Andreaea rupestris","Mosar","R42","2017",4
"Grimmia montana","Mosar","R42","2020",8
"Grimmia montana","Mosar","R42","2023",10
"Grimmia montana","Mosar","R42","1976",7
"Grimmia montana","Mosar","R42","1997",3
"Grimmia montana","Mosar","R42","2006",6
"Grimmia montana","Mosar","R42","2011",6
"Grimmia montana","Mosar","R42","2014",7
"Grimmia montana","Mosar","R42","2017",10
"Parmelia saxatilis","Blað- og runnfléttur","R42","2020",0.5
"Parmelia saxatilis","Blað- og runnfléttur","R42","2023",1
"Parmelia saxatilis","Blað- og runnfléttur","R42","1976",1
"Parmelia saxatilis","Blað- og runnfléttur","R42","1997",1
"Parmelia saxatilis","Blað- og runnfléttur","R42","2006",1
"Parmelia saxatilis","Blað- og runnfléttur","R42","2011",0.5
"Parmelia saxatilis","Blað- og runnfléttur","R42","2014",1
"Parmelia saxatilis","Blað- og runnfléttur","R42","2017",0.5
"Umbilicaria arctica","Blað- og runnfléttur","R42","2020",65
"Umbilicaria arctica","Blað- og runnfléttur","R42","2023",52
"Umbilicaria arctica","Blað- og runnfléttur","R42","1976",20
"Umbilicaria arctica","Blað- og runnfléttur","R42","1997",30
"Umbilicaria arctica","Blað- og runnfléttur","R42","2006",50
"Umbilicaria arctica","Blað- og runnfléttur","R42","2011",37
"Umbilicaria arctica","Blað- og runnfléttur","R42","2014",45
"Umbilicaria arctica","Blað- og runnfléttur","R42","2017",55
"Umbilicaria cylindrica","Blað- og runnfléttur","R42","2020",0.5
"Umbilicaria cylindrica","Blað- og runnfléttur","R42","2023",0.1
"Umbilicaria cylindrica","Blað- og runnfléttur","R42","1976",0.5
"Umbilicaria cylindrica","Blað- og runnfléttur","R42","1997",3
"Umbilicaria cylindrica","Blað- og runnfléttur","R42","2006",1
"Umbilicaria cylindrica","Blað- og runnfléttur","R42","2011",0.5
"Umbilicaria cylindrica","Blað- og runnfléttur","R42","2014",0.5
"Umbilicaria cylindrica","Blað- og runnfléttur","R42","2017",0.5
"Umbilicaria proboscidea","Blað- og runnfléttur","R42","2023",0.1
"Umbilicaria torrefacta","Blað- og runnfléttur","R42","2020",0.5
"Umbilicaria torrefacta","Blað- og runnfléttur","R42","1976",2
"Umbilicaria torrefacta","Blað- og runnfléttur","R42","1997",0.5
"Umbilicaria torrefacta","Blað- og runnfléttur","R42","2006",1
"Umbilicaria torrefacta","Blað- og runnfléttur","R42","2011",0.5
"Umbilicaria torrefacta","Blað- og runnfléttur","R42","2014",0.5
"Acarospora veronensis","Hrúðurfléttur","R42","1997",0.5
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R42","2020",1
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R42","2023",0.5
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R42","1976",2
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R42","1997",3
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R42","2006",4
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R42","2011",2
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R42","2014",0.5
"Calvitimela aglaea","Hrúðurfléttur","R42","2020",0.5
"Calvitimela aglaea","Hrúðurfléttur","R42","2023",1
"Calvitimela aglaea","Hrúðurfléttur","R42","1997",0.5
"Calvitimela aglaea","Hrúðurfléttur","R42","2006",0.5
"Calvitimela aglaea","Hrúðurfléttur","R42","2011",1
"Calvitimela aglaea","Hrúðurfléttur","R42","2014",0.5
"Calvitimela aglaea","Hrúðurfléttur","R42","2017",0.5
"Candelariella vitellina","Hrúðurfléttur","R42","2020",0.01
"Candelariella vitellina","Hrúðurfléttur","R42","2023",0.1
"Candelariella vitellina","Hrúðurfléttur","R42","1976",1
"Candelariella vitellina","Hrúðurfléttur","R42","1997",0.5
"Candelariella vitellina","Hrúðurfléttur","R42","2006",0.5
"Candelariella vitellina","Hrúðurfléttur","R42","2011",0.5
"Candelariella vitellina","Hrúðurfléttur","R42","2014",0.5
"Candelariella vitellina","Hrúðurfléttur","R42","2017",0.5
"Immersaria athroocarpa","Hrúðurfléttur","R42","2020",0.5
"Immersaria athroocarpa","Hrúðurfléttur","R42","2011",2
"Immersaria athroocarpa","Hrúðurfléttur","R42","2014",1
"Immersaria athroocarpa","Hrúðurfléttur","R42","2017",0.5
"Lecanora intricata","Hrúðurfléttur","R42","2020",0.01
"Lecanora intricata","Hrúðurfléttur","R42","2023",0.1
"Lecanora intricata","Hrúðurfléttur","R42","1976",0.5
"Lecanora intricata","Hrúðurfléttur","R42","1997",0.5
"Lecanora intricata","Hrúðurfléttur","R42","2006",0.5
"Lecanora polytropa","Hrúðurfléttur","R42","2020",1
"Lecanora polytropa","Hrúðurfléttur","R42","2023",1
"Lecanora polytropa","Hrúðurfléttur","R42","1976",2
"Lecanora polytropa","Hrúðurfléttur","R42","1997",2
"Lecanora polytropa","Hrúðurfléttur","R42","2006",2
"Lecanora polytropa","Hrúðurfléttur","R42","2011",1
"Lecanora polytropa","Hrúðurfléttur","R42","2014",1
"Lecanora polytropa","Hrúðurfléttur","R42","2017",2
"Lecidea lapicida","Hrúðurfléttur","R42","2020",1
"Lecidea lapicida","Hrúðurfléttur","R42","2023",3
"Lecidea lapicida","Hrúðurfléttur","R42","1976",1
"Lecidea lapicida","Hrúðurfléttur","R42","1997",1
"Lecidea lapicida","Hrúðurfléttur","R42","2006",1
"Lecidea lapicida","Hrúðurfléttur","R42","2011",4
"Lecidea lapicida","Hrúðurfléttur","R42","2014",2
"Lecidea lapicida","Hrúðurfléttur","R42","2017",1
"Lecidea lapicida var. pantherina","Hrúðurfléttur","R42","2020",1
"Lecidea lapicida var. pantherina","Hrúðurfléttur","R42","1976",12.5
"Lecidea lapicida var. pantherina","Hrúðurfléttur","R42","1997",5.5
"Lecidea lapicida var. pantherina","Hrúðurfléttur","R42","2006",4
"Lecidea lapicida var. pantherina","Hrúðurfléttur","R42","2011",0
"Lecidea lapicida var. pantherina","Hrúðurfléttur","R42","2014",3
"Lecidea lapicida var. pantherina","Hrúðurfléttur","R42","2017",3
"Lecidea praenubila, sennil. I.athr.","Hrúðurfléttur","R42","1976",1
"Lecidea praenubila, sennil. I.athr.","Hrúðurfléttur","R42","1997",0.5
"Lecidea praenubila, sennil. I.athr.","Hrúðurfléttur","R42","2006",2
"Lecidea praenubila, sennil. I.athr.","Hrúðurfléttur","R42","2014",1
"Porpidia melinodes","Hrúðurfléttur","R42","2023",0.5
"Protoparmelia badia","Hrúðurfléttur","R42","2020",0.5
"Protoparmelia badia","Hrúðurfléttur","R42","2023",0.5
"Protoparmelia badia","Hrúðurfléttur","R42","1976",0.5
"Protoparmelia badia","Hrúðurfléttur","R42","2006",0.5
