"species","Type","Reitur","1976","1997","2006","2011","2014","2017","2020","2023","1999"
"Candelariella coralliza","Hrúðurfléttur","R12",NA,NA,NA,NA,2,NA,NA,NA,NA
"Candelariella vitellina","Hrúðurfléttur","R12",0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA
"Lecanora intricata","Hrúðurfléttur","R12",0.5,1,1,1,1,NA,NA,NA,NA
"Lecanora marginata","Hrúðurfléttur","R12",1,NA,NA,NA,NA,NA,NA,NA,NA
"Lecanora polytropa","Hrúðurfléttur","R12",1,1,1,0.5,0.5,NA,NA,3,NA
"Lecidea lapicida","Hrúðurfléttur","R12",2,NA,NA,NA,NA,NA,NA,NA,NA
"Lecidea lapicida var. pantherina","Hrúðurfléttur","R12",1,2,0.5,NA,NA,NA,NA,NA,NA
"Lecidella meiococca","Hrúðurfléttur","R12",NA,NA,0.5,0.5,NA,NA,NA,NA,NA
"Lepra corallina","Hrúðurfléttur","R12",8,NA,NA,NA,NA,NA,NA,NA,NA
"Miriquidica nigroleprosa","Hrúðurfléttur","R12",NA,1,NA,NA,NA,NA,NA,NA,NA
"Ochrolechia androgyna","Hrúðurfléttur","R12",NA,NA,0.5,0.5,NA,NA,NA,NA,NA
"Ochrolechia frigida","Hrúðurfléttur","R12",1.5,NA,NA,NA,NA,NA,NA,NA,NA
"Porpidia melinodes","Hrúðurfléttur","R12",1,NA,NA,NA,NA,NA,NA,NA,NA
"Protoparmeliopsis muralis","Hrúðurfléttur","R12",NA,NA,NA,NA,NA,1,1,NA,NA
"Rhizocarpon geographicum","Hrúðurfléttur","R12",1,NA,0.5,0.5,0.5,NA,NA,NA,NA
"Tremolecia atrata","Hrúðurfléttur","R12",0.5,NA,NA,NA,NA,NA,NA,NA,NA
"Litlar svartar askhirslu","Hrúðurfléttur","R12",NA,NA,2,NA,NA,NA,NA,NA,NA
"Óaðgreindar tegundir","Hrúðurfléttur","R12",0.5,NA,NA,2,2,2,4,18,NA
"Ber klöpp","Hrúðurfléttur","R12",NA,NA,NA,3,NA,NA,25,5,NA
"Andreaea rupestris","Mosar","R13",0.5,0.5,0.5,1,1,1,0.1,0.5,NA
"Grimmia montana","Mosar","R13",2,0.5,1,NA,2,2,0.1,2,NA
"Racomitrium heterostichum","Mosar","R13",2,2,0.5,2,1,0.5,0.5,0.1,NA
"Racomitrium sudeticum","Mosar","R13",0.5,NA,NA,NA,NA,NA,NA,NA,NA
"Parmelia saxatilis","Blað- og runnfléttur","R13",1,NA,NA,0.5,0.5,NA,NA,NA,NA
"Stereocaulon vesuvianum","Blað- og runnfléttur","R13",0.5,NA,0.5,0.5,0.5,NA,NA,NA,NA
"Umbilicaria cylindrica","Blað- og runnfléttur","R13",NA,0.5,NA,NA,NA,NA,NA,NA,NA
"Umbilicaria proboscidea","Blað- og runnfléttur","R13",12,1,1,1,1,0.5,0.01,NA,NA
"Umbilicaria torrefacta","Blað- og runnfléttur","R13",0.5,0.5,0.5,0.5,0.5,NA,0.1,NA,NA
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R13",7,30,5,2,NA,NA,1,1,NA
"Calvitimela aglaea","Hrúðurfléttur","R13",12,7,9,6,4,NA,0.1,NA,NA
"Candelariella vitellina","Hrúðurfléttur","R13",0.5,0.5,1,1,1,1,5,5,NA
"Immersaria athroocarpa","Hrúðurfléttur","R13",1.5,2,NA,NA,11,8,6,0.5,NA
"Lecanora intricata","Hrúðurfléttur","R13",NA,0.5,0.5,NA,NA,0.5,3,0.5,NA
"Lecanora polytropa","Hrúðurfléttur","R13",0.5,0.5,1,1,0.5,0.5,0.5,NA,NA
"Lecidea lapicida","Hrúðurfléttur","R13",1,1,0.5,1,0.5,2,1,2,NA
"Lecidea lapicida var. pantherina","Hrúðurfléttur","R13",5,5,4,NA,NA,NA,NA,NA,NA
"Lecidea praenubila","Hrúðurfléttur","R13",NA,NA,4,6,NA,NA,NA,NA,NA
"Lecidea sp.","Hrúðurfléttur","R13",NA,NA,NA,2,NA,NA,NA,NA,NA
"Rhizocarpon geographicum","Hrúðurfléttur","R13",3,3,8,8,10,5,4,3,NA
"Tephromela atra","Hrúðurfléttur","R13",NA,NA,0.5,1,0.5,1,0.5,NA,NA
"Tremolecia atrata","Hrúðurfléttur","R13",1.5,0.5,2,1,1,0.5,0.01,NA,NA
"Óaðgreindar tegundir","Hrúðurfléttur","R13",1,4,5,14,45,15,20,30,NA
"Ber klöpp","Hrúðurfléttur","R13",NA,NA,NA,1,0.5,25,8,3,NA
"Andreaea rupestris","Mosar","R14",4,3,7,8,10,8,10,8,NA
"Grimmia montana","Mosar","R14",0.5,3,0.5,NA,1,3,10,7,NA
"Racomitrium heterostichum","Mosar","R14",1,4,2,1,NA,NA,NA,NA,NA
"Racomitrium sudeticum","Mosar","R14",NA,NA,2,2,5,21,23,22,NA
"Mosi (tekið sýni)","Mosar","R14",NA,NA,NA,NA,NA,5,3,6,NA
"Dauður mosi","Mosar","R14",NA,NA,NA,NA,NA,NA,NA,4,NA
"Massalongia carnosa","Blað- og runnfléttur","R14",0.5,NA,1,1,0.5,NA,NA,NA,NA
"Parmelia saxatilis","Blað- og runnfléttur","R14",0.5,1,2,1,NA,NA,NA,NA,NA
"Polychidium muscicola","Blað- og runnfléttur","R14",0.5,0.5,0.5,NA,NA,NA,NA,NA,NA
"Stereocaulon vesuvianum","Blað- og runnfléttur","R14",0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,NA
"Umbilicaria proboscidea","Blað- og runnfléttur","R14",NA,NA,NA,0.5,NA,NA,NA,NA,NA
"Grænþörungar","Grænþörungar","R14",NA,NA,NA,NA,NA,1,NA,NA,NA
"Aspicilia cinerea","Hrúðurfléttur","R14",NA,5,6,4,0.5,0.5,4,NA,NA
"Calvitimela aglaea","Hrúðurfléttur","R14",1,0.5,0.5,0.5,1,NA,NA,NA,NA
"Candelariella vitellina","Hrúðurfléttur","R14",0.5,0.5,0.5,0.5,0.5,0.5,0.1,0.01,NA
"Catillaria contristans","Hrúðurfléttur","R14",NA,0.5,NA,0.5,NA,NA,NA,NA,NA
"Immersaria athroocarpa","Hrúðurfléttur","R14",NA,NA,NA,0.5,0.5,0.5,0.5,NA,NA
"Lecanora intricata","Hrúðurfléttur","R14",0.5,1,0.5,0.5,0.5,0.5,0.5,1,NA
"Lecanora polytropa","Hrúðurfléttur","R14",NA,0.5,1,1,NA,NA,NA,NA,NA
"Porpidia melinodes","Hrúðurfléttur","R14",3,1,0.5,1,0.5,NA,NA,NA,NA
"Porpidia soredizodes cf.","Hrúðurfléttur","R14",10,25,6,2,2,NA,NA,NA,NA
"Porpidia sp.","Hrúðurfléttur","R14",2,NA,5,11,11,8,1,0.5,NA
"Rhizocarpon geographicum","Hrúðurfléttur","R14",0.5,0.5,0.5,0.5,0.5,0.5,0.1,0.1,NA
"Tephromela atra","Hrúðurfléttur","R14",0.5,NA,0.5,NA,NA,NA,NA,NA,NA
"Tremolecia atrata","Hrúðurfléttur","R14",0.5,NA,0.5,0.5,0.5,NA,NA,NA,NA
"Steril","Hrúðurfléttur","R14",NA,NA,9,NA,NA,NA,NA,NA,NA
"Óaðgreindar tegundir","Hrúðurfléttur","R14",14,6,NA,14,30,25,20,15,NA
"Ber klöpp","Hrúðurfléttur","R14",NA,NA,NA,3,9,6,4,4,NA
"Andreaea rupestris","Mosar","R15",5,3,NA,NA,NA,NA,NA,NA,NA
"Grimmia donniana","Mosar","R15",0.5,NA,NA,NA,NA,NA,NA,NA,NA
"Racomitrium heterostichum","Mosar","R15",0.5,9,3,0.5,NA,NA,NA,NA,NA
"Racomitrium sudeticum","Mosar","R15",7,80,50,18,2,NA,NA,NA,NA
"Dauður mosi","Mosar","R15",NA,NA,NA,10,15,NA,NA,NA,NA
"Cladonia sp.","Blað- og runnfléttur","R15",NA,NA,NA,0.5,NA,NA,NA,NA,NA
"Ephebe lanata","Blað- og runnfléttur","R15",1.5,NA,NA,NA,NA,NA,NA,NA,NA
"Physcia caesia","Blað- og runnfléttur","R15",NA,NA,NA,NA,NA,NA,NA,1,NA
"Stereocaulon vesuvianum","Blað- og runnfléttur","R15",0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA
"Xanthoria candelaria","Blað- og runnfléttur","R15",NA,NA,NA,NA,0.5,3,NA,25,NA
"Grænþörungar","Grænþörungar","R15",NA,NA,NA,NA,3,40,NA,NA,NA
"Aspicilia cinerea","Hrúðurfléttur","R15",8,0.5,NA,NA,NA,NA,NA,NA,NA
"Calvitimela aglaea","Hrúðurfléttur","R15",3,0.5,NA,NA,NA,NA,NA,NA,NA
"Candelariella vitellina","Hrúðurfléttur","R15",0.5,NA,NA,NA,NA,NA,NA,0.5,NA
"Catillaria contristans","Hrúðurfléttur","R15",0.5,NA,NA,NA,NA,NA,NA,NA,NA
"Immersaria athroocarpa","Hrúðurfléttur","R15",0.5,0.5,NA,NA,NA,NA,NA,NA,NA
"Lecanora intricata","Hrúðurfléttur","R15",NA,0.5,0.5,NA,1,NA,NA,NA,NA
"Lecanora polytropa","Hrúðurfléttur","R15",0.5,NA,NA,2,NA,NA,NA,NA,NA
"Ochrolechia androgyna","Hrúðurfléttur","R15",NA,NA,0.5,NA,NA,NA,NA,NA,NA
"Porpidia melinodes","Hrúðurfléttur","R15",1,0.5,NA,NA,NA,NA,NA,NA,NA
"Porpidia soredizodes","Hrúðurfléttur","R15",1,NA,NA,NA,NA,NA,NA,NA,NA
"Protoparmeliopsis muralis","Hrúðurfléttur","R15",0.5,NA,NA,NA,NA,NA,NA,NA,NA
"Rhizocarpon geographicum","Hrúðurfléttur","R15",2,0.5,NA,NA,NA,NA,NA,NA,NA
"Rinodina sp.","Hrúðurfléttur","R15",NA,NA,NA,NA,NA,NA,NA,15,NA
"Tephromela atra","Hrúðurfléttur","R15",0.5,NA,NA,NA,NA,NA,NA,NA,NA
"Tremolecia atrata","Hrúðurfléttur","R15",NA,0.5,NA,NA,NA,NA,NA,NA,NA
"Varicellaria lactea","Hrúðurfléttur","R15",1,0.5,NA,NA,NA,NA,NA,NA,NA
"Óaðgreindar tegundir","Hrúðurfléttur","R15",NA,NA,NA,2,NA,NA,NA,4,NA
"Ber klöpp","Hrúðurfléttur","R15",NA,NA,NA,NA,NA,45,NA,NA,NA
"Amphidium lapponicum","Mosar","R16",0.5,1,1,NA,NA,NA,1,NA,NA
"Andreaea rupestris","Mosar","R16",6,3,6,5,8,5,7,12,NA
"Encalypta rhaptocarpa","Mosar","R16",0.5,NA,NA,NA,NA,NA,NA,NA,NA
"Frullania tamarisci","Mosar","R16",1,5,3,NA,NA,0.5,2,3,NA
"Grimmia funalis","Mosar","R16",5,1,NA,NA,NA,NA,NA,NA,NA
"Grimmia montana","Mosar","R16",NA,NA,1.5,NA,1,2,2,NA,NA
"Isothecium myosuroides","Mosar","R16",0.5,0.5,NA,NA,NA,NA,NA,NA,NA
"Pohlia cruda","Mosar","R16",NA,1,NA,NA,NA,NA,NA,NA,NA
"Racomitrium lanuginosum","Mosar","R16",0.5,1,0.5,NA,NA,0.5,0.5,NA,NA
"Mosi 3","Mosar","R16",NA,NA,NA,0.5,NA,NA,0.5,3,NA
"Mosi 4","Mosar","R16",NA,NA,NA,1,NA,NA,0.1,2,NA
"Mosi 5","Mosar","R16",NA,NA,NA,NA,NA,1,0.1,NA,NA
"Cetraria aculeata","Blað- og runnfléttur","R16",NA,0.5,1,NA,NA,NA,NA,NA,NA
"Cladonia chlorophaea","Blað- og runnfléttur","R16",0.5,0.5,1,0.5,0.5,1,0.5,1,NA
"Parmelia saxatilis","Blað- og runnfléttur","R16",1,7,10,9,8,6,10,9,NA
"Aspicilia cinerea","Hrúðurfléttur","R16",2,5,15,6,2,5,3,1,NA
"Candelariella vitellina","Hrúðurfléttur","R16",0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,NA
"Lecanora intricata","Hrúðurfléttur","R16",NA,0.5,NA,0.5,0.5,NA,0.5,NA,NA
"Lecanora polytropa","Hrúðurfléttur","R16",0.5,0.5,NA,NA,0.5,0.5,NA,NA,NA
"Lepraria frigida","Hrúðurfléttur","R16",NA,NA,0.5,1,0.5,1,1,1,NA
"Lepraria neglecta","Hrúðurfléttur","R16",0.5,1,NA,NA,NA,NA,NA,NA,NA
"Ochrolechia androgyna","Hrúðurfléttur","R16",NA,NA,1,1,NA,NA,1,0.1,NA
"Ochrolechia parella","Hrúðurfléttur","R16",0.5,0.5,0.5,0.5,0.5,NA,0.5,0.5,NA
"Ochrolechia sp.","Hrúðurfléttur","R16",NA,NA,5,NA,NA,NA,NA,NA,NA
"Pertusaria aspergilla","Hrúðurfléttur","R16",5,12,8,8,9,11,7,9,NA
"Placynthium sp.","Hrúðurfléttur","R16",0.5,1,NA,NA,NA,NA,2,2,NA
"Porpidia melinodes","Hrúðurfléttur","R16",NA,1,NA,1,2,1,1,2,NA
"Rhizocarpon geographicum","Hrúðurfléttur","R16",0.5,0.5,NA,0.5,0.5,0.5,0.5,0.5,NA
"Scoliciosporum umbrinum","Hrúðurfléttur","R16",NA,NA,1,5,NA,NA,NA,NA,NA
"Tephromela atra","Hrúðurfléttur","R16",0.5,1,0.5,1,0.5,0.5,0.1,0.5,NA
"Tremolecia atrata","Hrúðurfléttur","R16",0.5,0.5,0.5,0.5,NA,NA,0.5,0.5,NA
"Varicellaria lactea","Hrúðurfléttur","R16",7,10,7,7,6,7,10,8,NA
"dökk m. litlum svörtum askh.","Hrúðurfléttur","R16",NA,NA,4,NA,NA,NA,5,2,NA
"Svört hreistur","Hrúðurfléttur","R16",NA,NA,NA,2,8,10,NA,2,NA
"Óaðgreindar tegundir","Hrúðurfléttur","R16",NA,NA,NA,7,32,20,12,8,NA
"Ber klöpp","Hrúðurfléttur","R16",NA,NA,NA,NA,NA,5,2,2,NA
"Andreaea rupestris","Mosar","R17",10,17,5,5,5,5,2,11,NA
"Bartramia ithyphylla","Mosar","R17",NA,0.5,NA,NA,NA,NA,NA,NA,NA
"Encalypta rhaptocarpa","Mosar","R17",NA,0.5,NA,NA,NA,NA,NA,NA,NA
"Frullania tamarisci","Mosar","R17",NA,0.5,0.5,NA,NA,NA,NA,NA,NA
"Grimmia montana","Mosar","R17",NA,NA,0.5,NA,NA,NA,NA,NA,NA
"Pogonatum urnigerum","Mosar","R17",0.5,NA,NA,NA,NA,NA,NA,NA,NA
"Schistidium papillosum","Mosar","R17",0.5,0.5,0.5,NA,0.5,0.5,0.5,1,NA
"Cladonia cervicornis cf.","Blað- og runnfléttur","R17",NA,NA,0.05,NA,NA,NA,NA,NA,NA
"Cladonia sp","Blað- og runnfléttur","R17",NA,NA,NA,NA,NA,0.5,0.5,NA,NA
"Parmelia omphalodes","Blað- og runnfléttur","R17",30,30,35,52,47,65,68,68,NA
"Polychidium muscicola","Blað- og runnfléttur","R17",0.5,NA,NA,NA,NA,NA,NA,NA,NA
"Sphaerophorus fragilis","Blað- og runnfléttur","R17",5,8,8,8,6,10,6,6,NA
"Stereocaulon vesuvianum","Blað- og runnfléttur","R17",2,NA,NA,3,1,2,1,2,NA
"Aspicilia cinerea","Hrúðurfléttur","R17",10,18,17,2,1,3,1,0.5,NA
"Candelariella vitellina","Hrúðurfléttur","R17",0.5,0.5,0.5,0.5,0.5,0.5,NA,NA,NA
"Catillaria contristans","Hrúðurfléttur","R17",NA,0.5,NA,NA,0.5,NA,0.1,0.5,NA
"Lecanora intricata","Hrúðurfléttur","R17",0.5,0.5,0.5,0.5,0.5,0.5,0.1,0.5,NA
"Lecanora polytropa","Hrúðurfléttur","R17",0.5,0.5,0.5,0.5,0.5,0.5,NA,0.5,NA
"Lecidea lapicida","Hrúðurfléttur","R17",NA,NA,NA,0.5,0.5,NA,NA,NA,NA
"Lecidea lapicida var. pantherina","Hrúðurfléttur","R17",NA,2,1,NA,NA,0.5,NA,NA,NA
"Lecidea sp.","Hrúðurfléttur","R17",NA,NA,0.5,NA,NA,NA,NA,NA,NA
"Lecidella meiococca","Hrúðurfléttur","R17",NA,2,2,NA,NA,NA,0.5,NA,NA
"Ochrolechia androgyna","Hrúðurfléttur","R17",NA,NA,1,NA,0.5,NA,NA,NA,NA
"Pertusaria aspergilla","Hrúðurfléttur","R17",NA,4,4,1,1,0.5,1,1,NA
"Placopsis gelida","Hrúðurfléttur","R17",1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,NA
"Rhizocarpon geographicum","Hrúðurfléttur","R17",0.5,0.5,0.05,NA,0.5,0.5,0.01,NA,NA
"Tephromela atra","Hrúðurfléttur","R17",0.5,0.5,1,0.5,0.5,1,0.5,0.5,NA
"Tremolecia atrata","Hrúðurfléttur","R17",NA,0.5,NA,0.5,0.5,0.5,0.1,NA,NA
"Varicellaria lactea","Hrúðurfléttur","R17",NA,1,0.5,0.5,0.5,0.5,NA,0.5,NA
"Óaðgreindar tegundir:","Hrúðurfléttur","R17",4.5,0.5,NA,3,7,5,2,3,NA
"Ber klöpp","Hrúðurfléttur","R17",NA,NA,NA,9,9,8,9,10,NA
"Andreaea rupestris","Mosar","R18",7,10,10,11,10,7,7,11,NA
"Arctoa fulvella","Mosar","R18",NA,NA,0.5,NA,NA,NA,NA,NA,NA
"Didymodon icmadophilus","Mosar","R18",NA,0.5,NA,NA,NA,NA,NA,NA,NA
"Frullania tamarisci","Mosar","R18",NA,0.5,1,3,2,3,3,1,NA
"Grimmia funalis","Mosar","R18",NA,NA,2,NA,1,NA,1,5,NA
"Hypnum cupressiforme","Mosar","R18",0.5,0.5,3,0.5,0.5,NA,NA,NA,NA
"Plagiochila porelloides","Mosar","R18",NA,0.5,NA,NA,NA,NA,NA,NA,NA
"Pogonatum urnigerum","Mosar","R18",0.5,0.5,0.5,0.5,NA,0.5,0.5,0.5,NA
"Racomitrium ericoides","Mosar","R18",NA,0.5,NA,NA,NA,2,NA,NA,NA
"Racomitrium fasciculare","Mosar","R18",0.5,0.5,NA,2,2,2,3,5,NA
"Racomitrium heterostichum","Mosar","R18",2,5,5,5,5,8,3,8,NA
"Racomitrium lanuginosum","Mosar","R18",0.5,NA,NA,NA,NA,NA,6,NA,NA
"Schistidium flexipile","Mosar","R18",2,1,1,NA,NA,NA,NA,NA,NA
"Schistidium papillosum","Mosar","R18",2,0.5,2,NA,NA,NA,NA,NA,NA
"Mosi 1","Mosar","R18",NA,NA,NA,1,NA,NA,NA,NA,NA
"Cladonia borealis","Blað- og runnfléttur","R18",NA,0.5,0.5,0.5,0.5,0.5,0.5,NA,NA
"Cladonia sp.","Blað- og runnfléttur","R18",NA,NA,0.5,NA,NA,NA,NA,NA,NA
"Cladonia subcervicornis","Blað- og runnfléttur","R18",NA,0.5,NA,NA,NA,NA,NA,NA,NA
"Ephebe lanata","Blað- og runnfléttur","R18",0.5,NA,NA,NA,NA,NA,NA,NA,NA
"Fuscopannaria praetermissa","Blað- og runnfléttur","R18",0.5,NA,NA,NA,NA,NA,NA,NA,NA
"Parmelia omphalodes","Blað- og runnfléttur","R18",1,8,7,9,10,10,13,14,NA
"Polychidium muscicola","Blað- og runnfléttur","R18",0.5,NA,NA,NA,NA,NA,NA,NA,NA
"Sphaerophorus fragilis","Blað- og runnfléttur","R18",NA,0.5,NA,1,0.5,0.5,0.5,NA,NA
"Stereocaulon vesuvianum","Blað- og runnfléttur","R18",0.5,0.5,0.5,1,0.5,0.5,0.5,1,NA
"Umbilicaria torrefacta","Blað- og runnfléttur","R18",0.5,0.5,0.5,0.5,0.5,NA,NA,0.5,NA
"Aspicilia cinerea","Hrúðurfléttur","R18",10,25,15,7,6,4,4,5,NA
"Calvitimela aglaea","Hrúðurfléttur","R18",NA,0.5,0.5,0.5,0.5,0.5,0.5,1,NA
"Candelariella vitellina","Hrúðurfléttur","R18",NA,0.5,0.5,NA,0.5,0.5,0.01,NA,NA
"Catillaria contristans","Hrúðurfléttur","R18",8,NA,NA,NA,NA,NA,NA,NA,NA
"Lecanora intricata","Hrúðurfléttur","R18",0.5,NA,0.5,0.5,0.5,NA,0.5,1,NA
"Lecanora marginata","Hrúðurfléttur","R18",NA,0.5,NA,NA,NA,NA,NA,NA,NA
"Lecanora polytropa","Hrúðurfléttur","R18",0.5,0.5,0.5,0.5,0.5,0.5,0.5,NA,NA
"Lecidea lapicida","Hrúðurfléttur","R18",0.5,NA,NA,0.5,0.5,NA,0.5,NA,NA
"Lecidella meiococca","Hrúðurfléttur","R18",NA,NA,0.5,NA,NA,NA,NA,NA,NA
"Lepraria neglecta","Hrúðurfléttur","R18",NA,0.5,0.5,NA,NA,NA,NA,NA,NA
"Ochrolechia parella","Hrúðurfléttur","R18",NA,NA,0.5,1,1,1,1,1,NA
"Pertusaria aspergilla","Hrúðurfléttur","R18",1,5,4,3,NA,NA,4,3,NA
"Placopsis gelida","Hrúðurfléttur","R18",0.5,1,0.5,2,2,2,1,4,NA
"Rhizocarpon geographicum","Hrúðurfléttur","R18",0.5,1,1,1,NA,1,0.5,1,NA
"Tephromela atra","Hrúðurfléttur","R18",NA,0.5,0.5,1,1,0.5,1,2,NA
"Tremolecia atrata","Hrúðurfléttur","R18",NA,0.5,0.5,0.5,0.5,NA,0.5,0.5,NA
"Óaðgreindar tegundir","Hrúðurfléttur","R18",4,1.5,NA,9,14,10,10,15,NA
"Ber klöpp","Hrúðurfléttur","R18",NA,NA,NA,6,8,10,5,5,NA
"Amphidium lapponicum","Mosar","R19",NA,NA,NA,NA,NA,NA,0.1,0.1,NA
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R19",5,12,8,11,2,1,1,2,NA
"Calvitimela aglaea","Hrúðurfléttur","R19",NA,4,NA,NA,NA,NA,NA,NA,NA
"Candelariella vitellina","Hrúðurfléttur","R19",0.5,0.5,0.5,0.5,0.5,0.5,NA,NA,NA
"Lecanora intricata","Hrúðurfléttur","R19",0.5,NA,NA,0.5,0.5,0.5,NA,NA,NA
"Lecidella meiococca","Hrúðurfléttur","R19",20,22,20,15,10,12,12,18,NA
"Ochrolechia parella","Hrúðurfléttur","R19",NA,NA,2,2,1,1,2,2,NA
"Pertusaria aspergilla","Hrúðurfléttur","R19",NA,3,3,3,NA,0.5,NA,NA,NA
"Porpidia tuberculosa/soredizodes","Hrúðurfléttur","R19",NA,NA,NA,NA,0.5,1,6,1,NA
"Rhizocarpon geographicum","Hrúðurfléttur","R19",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,NA
"Scoliciosporum umbrinum","Hrúðurfléttur","R19",NA,NA,2,3,0.5,0.5,NA,NA,NA
"Tephromela atra","Hrúðurfléttur","R19",1,NA,2,1,0.5,0.5,2,5,NA
"Tremolecia atrata","Hrúðurfléttur","R19",0.5,0.5,0.5,0.5,0.5,0.5,0.01,1,NA
"Varicellaria lactea","Hrúðurfléttur","R19",3,4,5,4,5,5,4,6,NA
"Óaðgreindar tegundir","Hrúðurfléttur","R19",8.5,7,NA,6,27,30,20,20,NA
"Ber klöpp","Hrúðurfléttur","R19",NA,NA,NA,6,NA,2,2,NA,NA
"Andreaea rupestris","Mosar","R20",2,4,2,5,3,3,6,11,NA
"Frullania tamarisci","Mosar","R20",NA,0.5,0.5,NA,1,1,1,2,NA
"Pogonatum urnigerum cf.","Mosar","R20",NA,NA,0.5,NA,NA,NA,NA,NA,NA
"Racomitrium fasciculare","Mosar","R20",NA,2,NA,NA,NA,0.5,0.5,2,NA
"Racomitrium lanuginosum","Mosar","R20",NA,3,NA,NA,0.5,0.5,0.1,0.5,NA
"Ephebe lanata","Blað- og runnfléttur","R20",NA,0.5,NA,NA,NA,NA,NA,NA,NA
"Massalongia carnosa","Blað- og runnfléttur","R20",NA,0.5,NA,NA,NA,NA,NA,NA,NA
"Placidium lachneum","Blað- og runnfléttur","R20",0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA
"Stereocaulon vesuvianum","Blað- og runnfléttur","R20",0.5,NA,0.5,0.5,0.5,0.5,0.5,0.5,NA
"Vestergrenopsis elaeina","Blað- og runnfléttur","R20",0.5,0.5,0.5,NA,NA,NA,NA,NA,NA
"Aspicilia cinerea","Hrúðurfléttur","R20",20,20,10,10,6,5,7,6,NA
"Candelariella vitellina","Hrúðurfléttur","R20",0.5,NA,NA,NA,NA,NA,NA,NA,NA
"Catillaria contristans","Hrúðurfléttur","R20",NA,NA,NA,NA,NA,0.5,NA,NA,NA
"Immersaria athroocarpa","Hrúðurfléttur","R20",NA,NA,3,NA,NA,NA,NA,NA,NA
"Lecanora intricata","Hrúðurfléttur","R20",0.5,0.5,0.5,3,0.5,1,1,3,NA
"Lecanora polytropa","Hrúðurfléttur","R20",NA,1,NA,NA,NA,NA,NA,NA,NA
"Lecidea lapicida","Hrúðurfléttur","R20",NA,0.5,0.5,0.5,0.5,1,0.5,1,NA
"Pertusaria aspergilla","Hrúðurfléttur","R20",10,16,7,10,5,8,5,8,NA
"Pertusaria sp.","Hrúðurfléttur","R20",NA,NA,10,6,7,14,NA,NA,NA
"Placopsis gelida","Hrúðurfléttur","R20",0.5,0.5,NA,NA,NA,NA,NA,NA,NA
"Rhizocarpon geographicum","Hrúðurfléttur","R20",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,NA
"Rhizocarpon lavatum","Hrúðurfléttur","R20",NA,0.5,NA,NA,0.5,NA,0.5,0.5,NA
"Scoliciosporum umbrinum","Hrúðurfléttur","R20",15,NA,NA,NA,NA,NA,NA,NA,NA
"Toninia squalida","Hrúðurfléttur","R20",NA,0.5,NA,NA,NA,NA,NA,NA,NA
"Tremolecia atrata","Hrúðurfléttur","R20",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.1,NA
"Varicellaria lactea","Hrúðurfléttur","R20",4,10,6,11,12,12,10,11,NA
"Óaðgreindar tegundir","Hrúðurfléttur","R20",0.5,10,NA,10,18,25,20,15,NA
"Ber klöpp","Hrúðurfléttur","R20",NA,NA,NA,2,1,2,NA,NA,NA
"Andreaea rupestris","Mosar","R21",10,10,14,12,12,14,12,17,NA
"Bartramia ithyphylla","Mosar","R21",NA,NA,0.05,NA,NA,NA,NA,NA,NA
"Polytrichum alpinum","Mosar","R21",2,0.5,0.5,0.5,0.5,1,0.5,2,NA
"Racomitrium fasciculare","Mosar","R21",0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,NA
"Racomitrium heterostichum","Mosar","R21",NA,NA,0.5,0.5,NA,0.5,NA,NA,NA
"Racomitrium lanuginosum","Mosar","R21",NA,NA,NA,NA,NA,NA,1,2,NA
"Racomitrium sudeticum","Mosar","R21",NA,0.5,NA,NA,NA,NA,NA,NA,NA
"Parmelia saxatilis","Blað- og runnfléttur","R21",1,5,8,7,10,11,7,10,NA
"Stereocaulon vesuvianum","Blað- og runnfléttur","R21",0.5,0.5,0.5,0.5,1,0.5,1,2,NA
"Umbilicaria cylindrica","Blað- og runnfléttur","R21",NA,0.5,NA,0.5,NA,0.5,0.1,0.1,NA
"Aspicilia cinerea safnteg.","Hrúðurfléttur","R21",1,4,5,1,4,1,2,3,NA
"Caloplaca nivalis","Hrúðurfléttur","R21",0.5,NA,NA,NA,NA,NA,NA,NA,NA
"Caloplaca sp. á mosa","Hrúðurfléttur","R21",NA,NA,NA,NA,0.5,0.5,NA,NA,NA
"Catillaria contristans","Hrúðurfléttur","R21",0.5,0.5,0.5,1,1,1,1,0.5,NA
"Lecanora intricata","Hrúðurfléttur","R21",NA,NA,NA,NA,0.5,0.5,0.5,NA,NA
"Lecanora polytropa","Hrúðurfléttur","R21",0.5,NA,NA,NA,0.5,NA,NA,NA,NA
"Miriquidica cf.","Hrúðurfléttur","R21",NA,NA,2,NA,NA,NA,NA,NA,NA
"Ochrolechia androgyna","Hrúðurfléttur","R21",NA,7,3,2.5,2,2,2,3,NA
